name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Albufeira,2015-12-28,19,15.6,17.8,19,15.6,17.8,15.2,84.5,24.668,100,20.83,rain,0,0,50.4,33,194.7,1024.8,58.8,9.7,74,6.4,4,,2015-12-28T07:45:35,2015-12-28T17:23:21,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2015-12-29,18,11.7,14.7,18,11.7,14.7,12.1,85.3,0.1,100,4.17,rain,0,0,,9.2,61.3,1031.6,46.5,10.6,121.6,10.5,5,,2015-12-29T07:45:52,2015-12-29T17:24:02,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08554099999,LPFR"
Albufeira,2015-12-30,19.2,12.2,16,19.2,12.2,16,13.6,85.8,0,0,0,,0,0,25.2,19.3,220.9,1029.5,71.1,10.8,37.5,3.3,2,,2015-12-30T07:46:08,2015-12-30T17:24:45,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2015-12-31,19.1,15,17.2,19.1,15,17.2,15.6,90.7,5.6,100,20.83,rain,0,0,39.6,26.5,226.4,1026.4,83.1,9.5,77.3,6.6,4,,2015-12-31T07:46:22,2015-12-31T17:25:30,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-01,19,14.7,17,19,14.7,17,15.1,88.6,1.3,100,8.33,rain,0,0,50.4,33,227.5,1023.3,73.4,10.5,111,9.5,4,,2016-01-01T07:46:34,2016-01-01T17:26:16,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08554099999,LPFR"
Albufeira,2016-01-02,17.2,13,14.5,17.2,13,14.5,12.2,86.6,0.5,100,8.33,rain,0,0,25.2,11,65.9,1025,85.9,10.2,84.8,7.3,3,,2016-01-02T07:46:43,2016-01-02T17:27:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-03,17.9,12.9,16.1,17.9,12.9,16.1,15,93.6,0.3,100,8.33,rain,0,0,46.8,32.7,254.8,1021.5,87.5,10.7,70.5,6,4,,2016-01-03T07:46:51,2016-01-03T17:27:52,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-04,18.7,16.7,17.6,18.7,16.7,17.6,15.1,86,0.9,100,12.5,rain,0,0,66.5,41.1,254.7,1015.1,88.7,9.8,53.1,4.5,3,,2016-01-04T07:46:57,2016-01-04T17:28:41,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-05,15.9,9.8,12.9,15.9,9.8,12.9,9.4,79.6,10.484,100,16.67,rain,0,0,86.4,39.2,303.9,1016.9,33.8,11,119,10.1,5,,2016-01-05T07:47:01,2016-01-05T17:29:33,0.85,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-06,17,8.2,13.1,17,6.5,12.9,9.4,78.7,0.1,100,4.17,rain,0,0,36,27.3,276,1023.4,51.6,11.6,69.8,6.1,3,,2016-01-06T07:47:03,2016-01-06T17:30:25,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08554099999,LPFR"
Albufeira,2016-01-07,17,15.8,16.4,17,15.8,16.4,13.1,81,0,0,0,,0,0,36,26.4,252.2,1022.1,85.3,10.7,50.5,4.4,2,,2016-01-07T07:47:02,2016-01-07T17:31:18,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-08,17.1,14.7,16.5,17.1,14.7,16.5,13.3,81.3,2.216,100,12.5,rain,0,0,50.4,33,217.7,1014.9,83.4,10.9,74.2,6.3,3,,2016-01-08T07:47:00,2016-01-08T17:32:13,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-09,17.1,10.7,14.8,17.1,10.7,14.8,11.6,82.1,4.1,100,12.5,rain,0,0,43.2,30.3,256.5,1015.8,42.7,11.1,127.5,10.9,5,,2016-01-09T07:46:56,2016-01-09T17:33:08,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-10,18,16,16.8,18,16,16.8,13.1,78.8,0.3,100,8.33,rain,0,0,61.2,39.2,234,1016.2,58.6,10.8,110.6,9.5,5,,2016-01-10T07:46:49,2016-01-10T17:34:05,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-11,17.8,11.8,15.1,17.8,11.8,15.1,12.8,86.3,0.7,100,16.67,rain,0,0,57.6,35.6,256.3,1018.8,76,10.6,52.9,4.4,3,,2016-01-11T07:46:41,2016-01-11T17:35:02,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-12,16,8.4,12.2,16,7.5,12,8,76.4,0,0,0,,0,0,18,12.6,53.5,1025.6,56.5,11.1,135.3,11.6,5,,2016-01-12T07:46:30,2016-01-12T17:36:00,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-13,16.6,9.8,12.9,16.6,9,12.9,7,67.5,0,0,0,,0,0,32.4,22.8,63.1,1024.8,64.5,11.2,120.7,10.4,5,,2016-01-13T07:46:18,2016-01-13T17:36:59,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-14,16.9,12.9,14.6,16.9,12.9,14.6,12.9,89.5,0,0,0,,0,0,25.2,15.5,58.3,1022.2,54.2,10.7,64.8,5.6,4,,2016-01-14T07:46:04,2016-01-14T17:37:59,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-15,17.1,9.9,13.5,17.1,9.9,13.5,7.5,69.2,0,0,0,,0,0,43.2,25.6,334.8,1025.1,27.9,11.5,139.6,11.9,6,,2016-01-15T07:45:47,2016-01-15T17:39:00,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-16,15.3,9.8,11.9,15.3,7.6,11.6,0.6,47.3,0,0,0,,0,0,46.8,34.5,64.5,1028.9,25.9,11.4,147,12.7,6,,2016-01-16T07:45:29,2016-01-16T17:40:01,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-17,14.6,8.8,11.2,14.6,5.7,10.3,3.9,61.8,0,0,0,,0,0,43.2,26.5,60.3,1026.5,81.6,11.2,56,4.9,4,,2016-01-17T07:45:08,2016-01-17T17:41:03,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-18,17,8,12.2,17,7.8,12.2,9.4,83.2,0,0,0,,0,0,32.4,22,290.9,1023.5,44.2,11.2,128.6,11.1,5,,2016-01-18T07:44:46,2016-01-18T17:42:05,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-19,15.8,7.5,12.2,15.8,6.4,12,9.6,84.4,1.882,100,8.33,rain,0,0,25.2,18.2,135.9,1020.2,65.3,11.2,88,7.6,4,,2016-01-19T07:44:22,2016-01-19T17:43:08,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-20,17.1,12.9,15,17.1,12.9,15,13.3,89.9,0.643,100,8.33,rain,0,0,61.2,25.6,260.2,1018.6,62.6,10.6,138.8,12.1,6,,2016-01-20T07:43:55,2016-01-20T17:44:11,0.37,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-21,17.7,13.9,15.6,17.7,13.9,15.6,15,96.4,1.8,100,20.83,rain,0,0,18,11.8,99.2,1022.9,77.5,8.8,120.2,10.5,5,,2016-01-21T07:43:27,2016-01-21T17:45:15,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08554099999,LPFR"
Albufeira,2016-01-22,18.9,14.8,16.2,18.9,14.8,16.2,14.3,88.5,0,0,0,,0,0,32.4,21,72.1,1028.9,79.8,8.4,110,9.5,5,,2016-01-22T07:42:57,2016-01-22T17:46:19,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-23,17.9,14.8,16.2,17.9,14.8,16.2,12.8,80.3,0,0,0,,0,0,32.4,23.7,77.4,1030.6,88.2,10.8,96.4,8.3,5,,2016-01-23T07:42:25,2016-01-23T17:47:24,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-24,17.8,14.9,16,17.8,14.9,16,13.8,86.7,0,0,0,,0,0,28.8,21.7,84,1030.1,83,10.6,88.1,7.5,4,,2016-01-24T07:41:51,2016-01-24T17:48:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-25,17.8,11.1,15,17.8,11.1,15,12.5,85.7,2.195,100,20.83,rain,0,0,32.4,22.8,70.6,1030.6,55.8,10.8,129.9,11.1,5,,2016-01-25T07:41:16,2016-01-25T17:49:34,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-26,16.9,8.7,12.6,16.9,6.6,12.3,8.9,79.9,0.1,100,4.17,rain,0,0,32.4,13.7,322.4,1032.4,21.1,11.6,149.2,12.9,6,,2016-01-26T07:40:38,2016-01-26T17:50:39,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-27,15.2,8.7,12.1,15.2,7.5,11.9,8.8,80.6,0,0,0,,0,0,,11,10.2,1030.5,48.8,11.3,134.5,11.6,6,,2016-01-27T07:39:59,2016-01-27T17:51:45,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-28,16,10.2,12.7,16,10.2,12.7,9.9,83.3,0.3,100,8.33,rain,0,0,18,10.1,19.8,1030.5,47,10.9,80.9,6.8,3,,2016-01-28T07:39:18,2016-01-28T17:52:50,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-01-29,16.1,9.1,12.3,16.1,7.6,12.1,7.5,73.3,0,0,0,,0,0,39.6,22,340.7,1031.8,8.3,11.6,157.2,13.7,6,,2016-01-29T07:38:35,2016-01-29T17:53:56,0.67,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR,08533099999"
Albufeira,2016-01-30,17.8,9.7,13.3,17.8,7.7,13.1,7.9,70.1,0,0,0,,0,0,28.8,20.2,313.2,1035.4,12.5,12.2,155.6,13.6,6,,2016-01-30T07:37:51,2016-01-30T17:55:02,0.71,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-01-31,17.7,9.4,13.3,17.7,7.9,13.2,8.7,73.8,0,0,0,,0,0,25.2,14.6,310.7,1035.4,4,11.5,159.2,13.8,6,,2016-01-31T07:37:04,2016-01-31T17:56:08,0.74,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR,08533099999"
Albufeira,2016-02-01,19.9,10.3,14.8,19.9,10.3,14.8,10.8,77.8,0,0,0,,0,0,18,13.7,16.9,1031.4,23.5,11.6,161.7,14,6,,2016-02-01T07:36:17,2016-02-01T17:57:13,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-02-02,17.8,10.4,13.7,17.8,10.4,13.7,11.2,84.9,0,0,0,,0,0,18,13.3,342.6,1028.4,76.5,10.9,145.9,12.9,5,,2016-02-02T07:35:27,2016-02-02T17:58:19,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-02-03,16.7,9.2,13.2,16.7,7.9,13,8.5,73.8,0,0,0,,0,0,25.2,16.3,354.3,1028.3,87.4,10.9,128,11,5,,2016-02-03T07:34:36,2016-02-03T17:59:25,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-02-04,18.2,12.8,15.2,18.2,12.8,15.2,7.1,59,0,0,0,,0,0,57.6,32,71.9,1029.1,83.7,11.8,150.2,13.1,6,,2016-02-04T07:33:44,2016-02-04T18:00:31,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-02-05,16.9,12.9,14.7,16.9,12.9,14.7,10,73.3,0,0,0,,0,0,43.2,25.5,75.1,1024.6,49.9,11.1,150.2,13,6,,2016-02-05T07:32:49,2016-02-05T18:01:36,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-02-06,17.8,14.5,16.1,17.8,14.5,16.1,13.6,85.1,0,0,0,,0,0,46.8,30,252.4,1022.4,52.2,10.5,127.6,11.2,6,,2016-02-06T07:31:54,2016-02-06T18:02:41,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-02-07,17.1,10.5,14.8,17.1,10.5,14.8,10.8,77.7,2.7,100,8.33,rain,0,0,57.6,34.7,276.5,1026.6,56.2,10.4,94.2,8.3,4,,2016-02-07T07:30:57,2016-02-07T18:03:47,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"08554099999,LPFR"
Albufeira,2016-02-08,17.1,9.5,13.8,17.1,9.2,13.8,9.7,76.4,0,0,0,,0,0,25.2,14.6,281.8,1030.9,65.6,10.8,68.6,6.1,3,,2016-02-08T07:29:58,2016-02-08T18:04:52,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR,08533099999"
Albufeira,2016-02-09,18,13.8,15.5,18,13.8,15.5,12.8,84.3,0.9,100,4.17,rain,0,0,57.6,35.6,265,1029.3,83.7,10.7,116.6,10,5,,2016-02-09T07:28:58,2016-02-09T18:05:57,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-02-10,17,15,15.9,17,15,15.9,14.4,91.2,1,100,12.5,rain,0,0,43.2,30.9,264.2,1025.4,83.1,10.2,114,9.7,6,,2016-02-10T07:27:57,2016-02-10T18:07:01,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-02-11,18,13.8,16,18,13.8,16,14.5,90.9,3.895,100,16.67,rain,0,0,43.2,30.9,273,1021.8,59,10.7,107.9,9.4,4,,2016-02-11T07:26:54,2016-02-11T18:08:06,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08554099999,LPFR,08533099999"
Albufeira,2016-02-12,17.1,13.4,15.6,17.1,13.4,15.6,14.3,91.6,0,0,0,,0,0,54,32,264.1,1022,79.8,9.5,68.9,6.1,3,,2016-02-12T07:25:50,2016-02-12T18:09:10,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-02-13,17.1,14.8,15.8,17.1,14.8,15.8,14.3,90.5,0,0,0,,0,0,50.4,39.2,268.1,1019.6,74.8,10,68.6,6.1,3,,2016-02-13T07:24:45,2016-02-13T18:10:14,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-02-14,16.8,9,13.6,16.8,5.9,13,8.6,72.8,0.3,100,8.33,rain,0,0,83.2,49.4,299.3,1017.7,43,10.7,173.2,14.9,7,,2016-02-14T07:23:38,2016-02-14T18:11:17,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08554099999,LPFR"
Albufeira,2016-02-15,16,8.9,12.4,16,5.8,11.9,3,53.7,0,0,0,,0,0,75.6,42.5,336.6,1021.3,12.7,10.7,177.7,15.4,6,,2016-02-15T07:22:31,2016-02-15T18:12:21,0.25,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-02-16,14.1,6.3,10.1,14.1,3,8.8,-2.5,43,0,0,0,,0,0,49.4,29.2,16.8,1027.4,6.7,11.6,198.9,17.3,7,,2016-02-16T07:21:22,2016-02-16T18:13:24,0.28,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-02-17,14.1,5.4,10.4,14.1,3.5,9.7,2.5,59,0.2,100,4.17,rain,0,0,36,22.9,265.5,1025.9,25.8,11.8,188.6,16.4,7,,2016-02-17T07:20:12,2016-02-17T18:14:26,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08554099999,LPFR"
Albufeira,2016-02-18,14,9,11.1,14,6.7,10.3,4,63.6,3.2,100,12.5,rain,0,0,46.8,24.7,337.3,1020.7,79.3,11.8,94.1,8.2,4,,2016-02-18T07:19:01,2016-02-18T18:15:29,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"08554099999,LPFR"
Albufeira,2016-02-19,16,8,12.2,16,5.1,11.3,4.1,57.6,0,0,0,,0,0,39.6,25.6,35.6,1021.5,51.2,11.4,189.9,16.6,7,,2016-02-19T07:17:48,2016-02-19T18:16:31,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-02-20,17.3,10.9,13.8,17.3,10.9,13.8,6.1,60.2,1.2,100,8.33,rain,0,0,57.6,24.6,68.6,1024,20.4,11.8,176.8,15.1,7,,2016-02-20T07:16:35,2016-02-20T18:17:33,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08554099999,LPFR"
Albufeira,2016-02-21,17.8,12,14.6,17.8,12,14.6,9,68.7,0,0,0,,0,0,43.2,28.2,71.2,1021.3,58.2,10.1,114.8,9.9,5,,2016-02-21T07:15:21,2016-02-21T18:18:34,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-02-22,17.1,10.5,14,17.1,10.5,14,9.3,74.1,0,0,0,,0,0,18,11.9,281.4,1023,34.1,9,160,13.7,6,,2016-02-22T07:14:05,2016-02-22T18:19:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-02-23,18.8,8.8,12.8,18.8,8.8,12.8,8,73.4,0,0,0,,0,0,32.4,24.6,302,1028.5,24.1,10.9,202.4,17.6,7,,2016-02-23T07:12:49,2016-02-23T18:20:36,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-02-24,16.3,7.9,12.1,16.3,7.2,11.9,8.7,80,0,0,0,,0,0,46.8,33.5,270.2,1024.3,71,10.8,145.2,12.7,5,,2016-02-24T07:11:32,2016-02-24T18:21:36,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-02-25,15.9,9.7,12.5,15.9,8.1,12.4,9.1,79.9,0,0,0,,0,0,32.4,23.7,282.1,1024.4,50.2,10.7,103.6,9,5,,2016-02-25T07:10:14,2016-02-25T18:22:37,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-02-26,14.9,8,11.1,14.9,5,10.2,8.5,84.1,5.5,100,29.17,rain,0,0,93.6,46.4,279.8,1015.5,69.2,10.4,57.1,4.9,2,,2016-02-26T07:08:55,2016-02-26T18:23:36,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08554099999,LPFR"
Albufeira,2016-02-27,12.1,5.9,8.5,12.1,3.1,6.4,3.6,72.2,3.4,100,37.5,rain,0,0,57.6,37.5,302.8,1010.5,39.9,11,133.3,11.6,5,,2016-02-27T07:07:35,2016-02-27T18:24:36,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08554099999,LPFR"
Albufeira,2016-02-28,16.4,7,11.4,16.4,3.9,10.3,4,61.6,0,0,0,,0,0,57.6,33.8,308.8,1014,14,12.2,205.9,17.8,7,,2016-02-28T07:06:15,2016-02-28T18:25:35,0.69,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-02-29,18,8.3,12.6,18,5.4,11.5,2.5,52.9,0,0,0,,0,0,46.8,23.8,340.6,1021.9,1.4,12,221.7,19.1,8,,2016-02-29T07:04:54,2016-02-29T18:26:34,0.72,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-03-01,17,6.4,12,17,5.7,11.8,5.4,65.3,0,0,0,,0,0,21.6,15.5,260.5,1029,0,11.5,226.2,19.4,8,,2016-03-01T07:03:32,2016-03-01T18:27:32,0.75,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-03-02,18.2,9,13.5,18.2,6.6,12.9,8.4,71.6,0,0,0,,0,0,36,23.8,295,1027.6,4.2,11,224.9,19.4,8,,2016-03-02T07:02:09,2016-03-02T18:28:30,0.79,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-03-03,16.1,9.9,13.4,16.1,8.2,13.3,7.8,69.1,0,0,0,,0,0,39.6,20.3,298.8,1022.1,1,11.4,227.1,19.6,8,,2016-03-03T07:00:46,2016-03-03T18:29:28,0.82,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-03-04,18.2,8.8,13.1,18.2,7.6,13,7.5,69,0,0,0,,0,0,43.2,29.4,314.4,1015.7,23.3,12.3,223,19.2,8,,2016-03-04T06:59:22,2016-03-04T18:30:26,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-03-05,17,6.9,11.9,17,5.3,11.4,6.1,69.4,0,0,0,,0,0,46.8,32.1,291,1017.8,22.1,11,219.5,18.9,8,,2016-03-05T06:57:58,2016-03-05T18:31:23,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-03-06,16.8,7,11.5,16.8,4.9,10.9,3.9,62.4,0,0,0,,0,0,43.2,28.5,329.5,1020.3,7.9,11.6,233.5,20.2,8,,2016-03-06T06:56:33,2016-03-06T18:32:20,0.92,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-03-07,16.7,7.8,12,16.7,5.5,11.3,5.2,65.7,0.1,100,4.17,rain,0,0,72,38.3,317.9,1016.6,39,11.4,178.1,15.4,7,,2016-03-07T06:55:07,2016-03-07T18:33:17,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08554099999,LPFR"
Albufeira,2016-03-08,18,8.8,12.8,18,7,12.5,4.3,58.7,0,0,0,,0,0,43.2,24.7,348.3,1021.1,8.6,11.6,230.1,19.9,8,,2016-03-08T06:53:41,2016-03-08T18:34:13,0.98,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-03-09,18,8,13.2,18,7.3,12.9,5.9,62.4,0,0,0,,0,0,39.6,26.5,320.2,1022.6,46.4,11.8,158.3,13.7,6,,2016-03-09T06:52:15,2016-03-09T18:35:09,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-03-10,18,9.8,13.1,18,6,12.6,2.8,51.7,0,0,0,,0,0,62.9,36.9,347.5,1020.3,12.4,12,238.3,20.6,8,,2016-03-10T06:50:48,2016-03-10T18:36:05,0.05,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-03-11,16,8.7,12.5,16,8.4,12.5,5.5,62.7,0,0,0,,0,0,25.2,16.4,13.8,1021.2,4.9,11.8,246.6,21.2,8,,2016-03-11T06:49:21,2016-03-11T18:37:01,0.08,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-03-12,18,5.8,12.6,18,4.5,12.4,4.9,60.6,0,0,0,,0,0,32.4,14.6,198.7,1021.8,4.1,11.4,250.6,21.6,8,,2016-03-12T06:47:53,2016-03-12T18:37:56,0.12,Clear,Clear conditions throughout the day.,clear-day,"08554099999,LPFR"
Albufeira,2016-03-13,16.3,6.9,12.5,16.3,6.7,12.4,7.4,71.5,0,0,0,,0,0,21.6,17.3,221.4,1019.1,30.5,11.4,249.5,21.4,8,,2016-03-13T06:46:25,2016-03-13T18:38:52,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-03-14,15.4,7.6,12.4,15.4,7.6,12.3,6.9,69.2,0,0,0,,0,0,32.4,30,271.5,1016.7,34.1,11.7,188.5,16.3,7,,2016-03-14T06:44:57,2016-03-14T18:39:47,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-03-15,17.1,9.8,13.5,17.1,9.8,13.5,10.1,80.2,2.2,100,12.5,rain,0,0,43.2,22,229.5,1020.6,82.7,10.9,154.9,13.2,6,,2016-03-15T06:43:28,2016-03-15T18:40:41,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08554099999,LPFR"
Albufeira,2016-03-16,16.8,8,12.7,16.8,6.4,12.5,9.5,81.8,0.1,100,4.17,rain,0,0,32.4,21,272.3,1020.7,12.2,11,256.8,22,9,,2016-03-16T06:41:59,2016-03-16T18:41:36,0.26,Rain,Clear conditions throughout the day with morning rain.,rain,"08554099999,LPFR"
Albufeira,2016-03-17,16,8.3,12.7,16,8.3,12.7,9.5,81.2,0,0,0,,0,0,21.6,15.5,260.4,1020.2,47.7,11.2,242.8,20.8,8,,2016-03-17T06:40:31,2016-03-17T18:42:31,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08554099999,LPFR"
Albufeira,2016-03-18,15.9,10.8,13.5,15.9,10.8,13.5,9.6,78.2,0.5,100,8.33,rain,0,0,32.4,15.5,248,1017.6,54.2,10.9,215.7,18.5,8,,2016-03-18T06:39:01,2016-03-18T18:43:25,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08554099999,LPFR"
Albufeira,2016-03-19,16.3,9.1,13.3,16.3,9.1,13.3,10.8,85.7,0.1,100,4.17,rain,0,0,34.8,25.6,258.3,1015.5,34.8,10.8,228.8,19.9,7,,2016-03-19T06:37:32,2016-03-19T18:44:19,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"08554099999,LPFR"
