hotel,datetime,tempmax,tempmin,temp,precip,precipprob,windgust,windspeed,conditions,cloudcover
Resort Hotel,2017-05-10,21.1,16.3,18.5,4.557,100,44.6,35.6,"Rain, Partially cloudy",41.2
Resort Hotel,2017-05-11,21.1,16.5,18.5,3.413,100,0.0,32.3,"Rain, Partially cloudy",32.2
Resort Hotel,2017-05-12,21.2,17.0,18.6,8.122,100,0.0,30.8,"Rain, Partially cloudy",28.6
Resort Hotel,2017-05-13,21.0,14.4,18.2,0.0,0,0.0,23.8,Partially cloudy,23.0
Resort Hotel,2017-05-14,21.0,13.2,18.1,0.0,0,0.0,24.1,Partially cloudy,45.0
Resort Hotel,2017-05-15,27.7,18.9,23.1,0.0,0,0.0,25.6,Partially cloudy,76.1
Resort Hotel,2017-05-16,28.8,19.2,23.5,0.0,0,0.0,23.5,Partially cloudy,88.8
Resort Hotel,2017-05-17,29.2,17.5,23.3,0.0,0,0.0,26.5,Partially cloudy,63.8
Resort Hotel,2017-05-18,25.5,15.1,20.4,0.0,0,51.8,32.1,Clear,0.9
Resort Hotel,2017-05-19,22.9,13.8,18.9,0.0,0,0.0,26.0,Clear,1.7
Resort Hotel,2017-05-20,27.4,17.2,22.6,0.0,0,32.4,30.1,Partially cloudy,32.6
Resort Hotel,2017-05-21,22.0,19.1,21.1,0.0,0,51.8,39.4,Partially cloudy,75.1
Resort Hotel,2017-05-22,21.8,18.0,19.9,0.0,0,0.0,17.9,Partially cloudy,31.2
Resort Hotel,2017-05-23,26.1,18.9,22.4,0.0,0,0.0,20.2,Clear,1.5
Resort Hotel,2017-05-24,26.8,20.3,23.1,0.0,0,0.0,33.1,Clear,10.5
Resort Hotel,2017-05-25,24.2,19.9,21.8,0.0,0,0.0,26.0,Partially cloudy,29.2
Resort Hotel,2017-05-26,21.9,18.7,20.3,0.0,0,0.0,21.6,Partially cloudy,59.7
Resort Hotel,2017-05-27,21.9,18.9,19.8,0.0,0,0.0,16.4,Partially cloudy,54.7
Resort Hotel,2017-05-28,22.0,17.9,20.0,0.0,0,0.0,20.3,Partially cloudy,39.7
Resort Hotel,2017-05-29,23.0,18.0,20.4,0.0,0,0.0,29.2,Partially cloudy,32.0
Resort Hotel,2017-05-30,24.8,17.0,21.0,0.0,0,0.0,26.8,Clear,5.8
Resort Hotel,2017-05-31,24.8,18.8,22.8,0.0,0,0.0,22.3,Clear,0.1
Resort Hotel,2017-06-01,25.7,18.8,22.9,0.0,0,0.0,30.4,Clear,0.0
Resort Hotel,2017-06-02,28.1,18.8,23.5,0.0,0,0.0,24.1,Clear,8.8
Resort Hotel,2017-06-03,27.2,17.9,22.6,0.0,0,0.0,34.3,Partially cloudy,24.1
Resort Hotel,2017-06-04,27.3,16.0,21.1,0.0,0,0.0,33.4,Partially cloudy,34.9
Resort Hotel,2017-06-05,27.2,15.9,21.1,0.0,0,0.0,35.6,Clear,3.8
Resort Hotel,2017-06-06,26.1,17.9,21.7,0.0,0,0.0,25.5,Partially cloudy,22.6
Resort Hotel,2017-06-07,31.3,19.0,25.1,0.0,0,0.0,24.6,Clear,19.2
Resort Hotel,2017-06-08,28.2,19.9,24.2,0.0,0,0.0,20.1,Partially cloudy,38.0
Resort Hotel,2017-06-09,27.3,18.6,22.7,0.0,0,0.0,24.5,Partially cloudy,74.3
Resort Hotel,2017-06-10,26.0,20.8,23.8,0.0,0,0.0,15.8,Partially cloudy,66.6
Resort Hotel,2017-06-11,27.5,20.8,24.6,0.0,0,0.0,16.7,Partially cloudy,51.6
Resort Hotel,2017-06-12,31.9,23.8,27.5,0.0,0,0.0,27.7,Partially cloudy,34.5
Resort Hotel,2017-06-13,25.7,20.9,22.9,0.0,0,0.0,36.8,Partially cloudy,39.4
Resort Hotel,2017-06-14,24.1,20.3,22.1,0.0,0,0.0,23.2,Partially cloudy,31.8
Resort Hotel,2017-06-15,25.7,19.0,22.4,0.0,0,0.0,22.9,Partially cloudy,36.9
Resort Hotel,2017-06-16,36.1,22.7,29.3,0.0,0,0.0,22.4,Partially cloudy,28.0
Resort Hotel,2017-06-17,33.8,26.7,29.9,0.0,0,0.0,29.0,Clear,8.8
Resort Hotel,2017-06-18,31.6,24.7,28.1,0.0,0,0.0,27.7,Clear,10.1
Resort Hotel,2017-06-19,28.3,23.7,25.9,0.0,0,0.0,28.0,Partially cloudy,23.4
Resort Hotel,2017-06-20,26.9,24.0,25.3,0.0,0,0.0,28.3,Clear,7.2
Resort Hotel,2017-06-21,24.7,22.2,23.4,0.0,0,0.0,26.3,Partially cloudy,37.1
Resort Hotel,2017-06-22,25.7,19.2,22.9,0.0,0,0.0,22.9,Clear,16.9
Resort Hotel,2017-06-23,33.3,20.8,26.1,0.0,0,0.0,28.8,Clear,17.1
Resort Hotel,2017-06-24,35.8,24.8,29.2,0.032,100,63.0,40.3,"Rain, Partially cloudy",61.9
Resort Hotel,2017-06-25,32.6,23.1,26.9,0.683,100,0.0,36.7,"Rain, Partially cloudy",28.6
Resort Hotel,2017-06-26,25.3,17.8,22.3,0.0,0,0.0,32.1,Clear,0.5
Resort Hotel,2017-06-27,26.6,17.9,22.1,0.0,0,0.0,39.7,Clear,17.2
Resort Hotel,2017-06-28,25.8,18.1,21.7,0.0,0,0.0,36.4,Clear,13.1
Resort Hotel,2017-06-29,26.7,16.1,21.2,0.0,0,38.9,32.1,Clear,12.5
Resort Hotel,2017-06-30,26.8,16.0,21.5,0.0,0,50.4,25.9,Clear,8.9
Resort Hotel,2017-07-01,27.4,18.7,22.6,0.0,0,53.6,30.8,Clear,0.0
Resort Hotel,2017-07-02,30.2,20.7,25.9,0.0,0,0.0,28.7,Clear,0.0
Resort Hotel,2017-07-03,30.0,21.2,25.9,0.0,0,27.7,28.2,Clear,0.0
Resort Hotel,2017-07-04,26.7,20.3,23.7,0.0,0,0.0,32.5,Clear,15.8
Resort Hotel,2017-07-05,24.0,20.8,22.2,0.0,0,0.0,32.3,Partially cloudy,49.0
Resort Hotel,2017-07-06,23.1,17.6,20.7,0.0,0,0.0,35.8,Clear,16.8
Resort Hotel,2017-07-07,25.4,18.0,21.1,0.0,0,0.0,38.9,Clear,11.5
Resort Hotel,2017-07-08,25.5,18.3,21.4,0.0,0,0.0,28.3,Clear,7.5
Resort Hotel,2017-07-09,28.0,18.2,22.1,0.0,0,0.0,23.9,Clear,2.1
Resort Hotel,2017-07-10,28.8,18.0,22.8,0.0,0,0.0,23.7,Clear,0.4
Resort Hotel,2017-07-11,28.7,19.8,24.5,0.0,0,0.0,22.2,Clear,0.0
Resort Hotel,2017-07-12,30.3,22.1,26.7,0.0,0,0.0,19.5,Clear,2.8
Resort Hotel,2017-07-13,34.6,23.0,27.1,0.0,0,0.0,23.2,Clear,2.6
Resort Hotel,2017-07-14,32.3,21.8,25.2,0.0,0,0.0,20.1,Clear,0.0
Resort Hotel,2017-07-15,26.0,20.6,24.0,0.0,0,0.0,17.1,Clear,0.0
Resort Hotel,2017-07-16,29.8,19.7,24.3,0.0,0,0.0,17.9,Clear,16.9
Resort Hotel,2017-07-17,32.0,21.6,26.2,0.0,0,21.6,19.5,Partially cloudy,41.2
Resort Hotel,2017-07-18,28.4,23.2,25.7,0.0,0,28.8,21.0,Partially cloudy,31.1
Resort Hotel,2017-07-19,26.6,18.9,23.1,0.0,0,57.6,37.5,Clear,6.0
Resort Hotel,2017-07-20,28.2,18.1,22.3,0.0,0,50.4,32.9,Clear,1.2
Resort Hotel,2017-07-21,28.3,16.7,21.5,0.0,0,50.4,35.4,Clear,0.0
Resort Hotel,2017-07-22,29.3,18.9,23.0,0.0,0,36.0,28.3,Clear,1.7
Resort Hotel,2017-07-23,27.5,18.7,24.0,0.0,0,28.8,23.5,Clear,0.0
Resort Hotel,2017-07-24,31.9,23.5,26.7,0.0,0,39.6,28.7,Clear,0.0
Resort Hotel,2017-07-25,27.5,20.0,24.6,0.0,0,25.2,18.9,Clear,0.0
Resort Hotel,2017-07-26,27.2,21.6,24.1,0.0,0,39.6,30.5,Clear,6.1
Resort Hotel,2017-07-27,30.4,22.1,25.7,0.0,0,28.8,21.9,Clear,0.0
Resort Hotel,2017-07-28,30.2,21.0,26.3,0.0,0,25.2,22.1,Clear,0.0
Resort Hotel,2017-07-29,29.9,22.5,26.7,0.0,0,32.4,23.5,Clear,3.4
Resort Hotel,2017-07-30,31.7,22.7,26.9,0.0,0,39.6,29.5,Clear,0.0
Resort Hotel,2017-07-31,27.8,19.5,24.0,0.0,0,39.6,26.1,Partially cloudy,23.4
Resort Hotel,2017-08-01,30.3,20.2,24.7,0.0,0,46.8,30.1,Partially cloudy,46.6
Resort Hotel,2017-08-02,25.8,18.1,23.0,0.0,0,43.2,22.0,Partially cloudy,27.5
Resort Hotel,2017-08-03,30.8,21.0,26.0,0.0,0,32.4,22.4,Clear,7.7
Resort Hotel,2017-08-04,32.1,23.1,29.0,0.0,0,36.0,23.5,Clear,4.1
Resort Hotel,2017-08-05,34.5,23.9,29.2,0.0,0,36.0,22.1,Partially cloudy,20.9
Resort Hotel,2017-08-06,29.0,20.8,24.8,0.0,0,28.8,19.5,Partially cloudy,35.6
Resort Hotel,2017-08-07,29.7,22.3,25.2,0.0,0,36.0,27.9,Clear,8.0
Resort Hotel,2017-08-08,31.0,19.1,24.6,0.0,0,36.0,24.6,Partially cloudy,22.1
Resort Hotel,2017-08-09,27.8,17.8,22.3,0.0,0,39.6,32.0,Clear,5.9
Resort Hotel,2017-08-10,29.2,18.2,24.2,0.0,0,36.0,28.2,Clear,0.0
Resort Hotel,2017-08-11,29.0,20.0,24.4,0.0,0,36.0,26.5,Clear,0.8
Resort Hotel,2017-08-12,30.2,20.5,25.2,0.0,0,36.0,23.7,Clear,0.0
Resort Hotel,2017-08-13,29.6,19.8,24.4,0.0,0,28.8,19.9,Clear,3.8
Resort Hotel,2017-08-14,28.0,20.6,24.6,0.0,0,25.2,24.6,Clear,7.2
Resort Hotel,2017-08-15,30.0,21.6,24.8,0.0,0,28.8,20.5,Clear,6.0
Resort Hotel,2017-08-16,33.2,21.3,26.5,0.0,0,36.0,25.9,Clear,4.3
Resort Hotel,2017-08-17,27.4,21.8,24.9,0.0,0,25.2,14.8,Clear,0.0
Resort Hotel,2017-08-18,29.3,20.7,25.1,0.0,0,28.8,18.4,Clear,0.0
Resort Hotel,2017-08-19,28.2,23.1,26.2,0.0,0,32.4,20.5,Clear,4.4
Resort Hotel,2017-08-20,30.2,23.0,26.3,0.0,0,32.4,19.9,Clear,1.8
Resort Hotel,2017-08-21,28.8,23.8,25.8,0.0,0,36.0,27.3,Clear,11.6
Resort Hotel,2017-08-22,28.6,20.2,24.9,0.0,0,32.4,23.8,Clear,6.1
Resort Hotel,2017-08-23,29.3,22.8,25.6,0.0,0,21.6,15.5,Partially cloudy,51.1
Resort Hotel,2017-08-24,28.6,19.8,24.8,0.0,0,28.8,19.3,Partially cloudy,64.5
Resort Hotel,2017-08-25,27.2,21.8,24.6,0.0,0,25.2,16.3,Partially cloudy,80.8
Resort Hotel,2017-08-26,28.2,21.6,24.8,0.0,0,39.6,22.0,Partially cloudy,89.7
Resort Hotel,2017-08-27,25.3,21.6,23.6,0.0,0,50.4,34.7,Partially cloudy,56.0
Resort Hotel,2017-08-28,24.1,19.3,21.5,0.0,0,39.6,27.3,Partially cloudy,36.3
Resort Hotel,2017-08-29,24.2,17.0,21.2,0.0,0,21.6,26.5,Partially cloudy,25.9
Resort Hotel,2017-08-30,25.1,17.9,21.8,0.0,0,28.8,18.2,Clear,10.1
Resort Hotel,2017-08-31,27.5,19.5,23.4,0.0,0,28.8,25.6,Clear,9.8
